,artist_name,artist_id,followers,popularity,genres
8383,Sarahba,7mPYo3euHhSyUKoR0pggBV,254,28,[]
8384,Karl Wolf,1aVH8BgQhW8TT5hgNGwLc7,41531,46,"['canadian pop', 'pop quebecois']"
8385,Soolking,0GgY7hjMoGDsX8ZDe2mwds,1744615,75,"['french hip hop', 'pop urbaine', 'rap algerien', 'rap tunisien']"
8386,MERO,5wyWp867LWGjFmYZXVSFnZ,1604776,69,['german hip hop']
8387,DJ Zinhle,4z9NtIRj7d5cohzOjprqxW,17258,34,[]
8388,Dr Duda,4BUQOcuDUl9XZSlvTsMbuE,2117,24,['south african house']
8389,Lucille Slade,3Y0PBoYsqmB3fkdbu2WfoT,422,23,[]
8390,Cheb Mami,6vZXamchcIOKzC1c3Elp4J,281886,57,['rai']
8391,Capitaine Gaza,3MHoGWYHorYV0tblzQ1Nzj,5630,41,"['hip hop quebecois', 'rap montrealais']"
8392,Nova,0KvOvXVHzoYb3KYa7dfUbu,136,28,['rap calme']
8393,NCT 127,7f4ignuCJhLXfZ9giKT7rH,3074929,76,"['k-pop', 'k-pop boy group']"
8394,Andi Bernadee,3NNC2X9tLFyL0nHfJuWKJ9,67212,48,['malaysian pop']
8395,Lexa,0jTDeBJQr3unrK29LklnAv,1695896,69,"['funk carioca', 'funk pop', 'pop nacional']"
8396,PEDRO SAMPAIO,5wbf52LA6kcaboHSN6NEF1,792959,71,['funk carioca']
8397,Thiaguinho MT,0yApzRdrUqTGqX9MULdnmV,21003,60,['funk carioca']
8398,Mila,606eWexxNhc6Mj0RuCxMA9,12000,61,['brega funk']
8399,JS o Mão de Ouro,7C7NNCiIFavKH6oDarjp0v,3914,69,['brega funk']
8400,MC JottaPê,5GqnSMX8p2hxqsM6LqDty3,449274,67,['funk carioca']
8401,MC Kekel,2ZXnTEyYopSLCDiz5Z0XIf,3118923,66,"['funk carioca', 'funk consciente', 'funk ostentacao']"
8402,MC Kevinho,1mXAhKnZEdF6rotyyd4GBi,7196518,76,"['funk carioca', 'funk ostentacao', 'funk pop']"
8403,MC Ingryd,09EYYUcfEDOvj3D5f45L99,91569,61,['funk 150 bpm']
8404,DJ Henrique da VK,6ac253D3NynjiNAjkkR2TJ,1629,60,['funk 150 bpm']
8405,Luciano,3CJKkU0XuElRT1z8rEtIYg,742756,80,['german hip hop']
8406,Dhurata Dora,6t7U7sYlVCtlMWzbecJcHd,118191,64,"['albanian hip hop', 'albanian pop', 'frauenrap']"
8407,Azet,39KEQQAG9JhIt71g9NEVhh,1068647,76,"['albanian hip hop', 'german hip hop']"
8408,Murda,2y1VzMKAa5nmfXKtJL9jnj,510596,76,['basshall']
8409,Ezhel,6LnJKrtFnTEGdbWQ2riWCL,3156408,79,"['turkish hip hop', 'turkish trap']"
8410,Yanno,19mGvdSo2IfLvZdeXLN4R1,1933,41,[]
8411,IliassOpDeBeat,7jlzu3WivGk7tszA2QUSxw,6782,50,"['dutch hip hop', 'dutch trap']"
8412,Bartofso,5EBNHekbDwV3Q9POxvSMBI,31891,55,"['dutch hip hop', 'dutch trap pop']"
8413,Angelo King,1Q0kuvgP9fC9Y5OCP1mzOV,4706,44,"['dutch trap pop', 'slow game']"
8414,Yung Dada,69G9yOls2tiws5DaLkXZnJ,148,35,[]
8415,Simar Kaur,5yI5MjFLwQwfP24OxchqN1,432,55,[]
8416,ITZY,2KC9Qb60EaY0kW4eH68vr3,1167454,78,['k-pop girl group']
8417,R Nait,4buk1Dwc5ynSnOGVeMJOON,298022,54,"['desi pop', 'haryanvi pop', 'punjabi pop']"
8418,Zivert,1pvmXh50KezixmCHnp9XvV,339999,64,"['russian dance pop', 'russian pop']"
8419,GAYAZOV$ BROTHER$,0xTdDjeCoM89b7n9fLcZvR,100041,59,"['russian dance', 'russian hip hop']"
8420,Twin n Twice,4Ptte3Co29nu4q1aqlLu6p,16852,53,[]
8421,Duki,1bAftSH8umNcGZ0uyV7LMg,3405676,81,"['argentine hip hop', 'trap argentino', 'trap triste']"
8422,Pablo Chill-E,2XcZshqzPKm3iZcmt73R8D,495287,72,"['reggaeton flow', 'trap chileno', 'trap espanol']"
8423,ANNA,7K80yOTC0Id95gRaOxDG5u,44886,62,[]
8424,EVERGLOW,3ZZzT0naD25RhY2uZvIKkJ,613297,72,"['k-pop', 'k-pop girl group']"
8425,Мэвл,13zU7H0gYcY7xiy4W5DnPF,69775,58,['russian hip hop']
8426,Garry Sandhu,7M3xY5iHSzEtoL3FpqOD75,997434,65,"['bhangra', 'desi pop', 'modern bollywood', 'punjabi pop']"
8427,Proof,5pk8AXDLwwybWfGXpqWkZ5,31,37,[]
8428,Reynmen,1Fg19vpUJpAAPFjnKaVYVW,1849158,67,"['turkish hip hop', 'turkish pop', 'turkish trap pop']"
8429,Dadju,4sbXXFzEWJY2zsZjelerjX,2661249,78,"['francoton', 'french hip hop', 'pop urbaine']"
8430,Pawan Singh,1T7MiVJ2MJlR5GKi11w4VT,17552,44,[]
8431,Ghali,3egWSWp7Y4FyCKIyvXbw7L,2579564,73,"['italian hip hop', 'milan indie', 'rap tunisien']"
8432,BTS,3Nrfpe0tUJi4K4DXYWgMUX,23494742,97,"['k-pop', 'k-pop boy group']"
8433,ICE,2lijXumljJXXrdagON1wtM,10865,55,"['dutch hip hop', 'dutch trap pop', 'rif']"
8434,Olamide,4ovtyvs7j1jSmwhkBGHqSr,120568,56,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'nigerian hip hop', 'nigerian pop']"
8435,Febem,2Ip2jiEjsSe8pmRBzwTv5N,38694,49,"['brazilian hip hop', 'grime brasileiro']"
8436,Fleezus,5vl7Vj67mORmn0yJccFCfq,4321,41,['grime brasileiro']
8437,CESRV,1qJG1PpAGl1FnzYyCDU7x1,1277,44,['grime brasileiro']
8438,MazMars,19m8P5KGufVKe4a29nwACa,1361,34,[]
8439,Seidosimba,0IYctk4zZNrGlxLmWgQ88H,285,34,[]
8440,Moe Phoenix,0o0PoOOyXcmqcyVz8aSdYu,199362,60,['german hip hop']
8441,SAMI,0GYJScAPulF6GTFYJOpHVr,3091,59,"['swedish pop', 'swedish trap pop']"
8442,Imenella,6IuS73qKuYfrYqA5g5iq0h,8978,47,"['swedish dancehall', 'swedish hip hop', 'swedish trap pop']"
8443,Morad,4az97MtWmBQ5Db3GfDh9j9,203762,72,"['drill espanol', 'flamenco urbano', 'rap espanol', 'trap espanol']"
8444,Elyanna,0jIWKlfmD4Ew7HeVVrq03g,14221,53,['palestinian pop']
8445,Massari,0Jzbm3ifxDNLxxS8M4BS51,114419,58,"['canadian pop', 'lebanese pop']"
8446,Elias Abbas,4QvI3PrYRXq9A2UbeQAKH6,13161,51,['swedish trap pop']
8447,K27,5nRkPBCDIqxGB82fj0Pj7V,54026,56,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap pop']"
8448,J Hus,2a0uxJgbvvIRI4GX8pYfcr,708133,72,"['afroswing', 'grime', 'uk hip hop']"
8449,Felipe Original,2Cra8I2P4OnMkVguqZRVwi,52990,66,"['brega funk', 'funk carioca']"
8450,Caza,1ImONfzw8LUXK6mxn2BDT9,9158,54,"['dutch hip hop', 'dutch pop', 'dutch trap pop']"
8451,Mithoon,09UmIX92EUH9hAK4bxvHx6,2094810,69,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
8452,Hrithik Roshan,5TWDvkVWG1vayan1QA9q8U,11047,42,[]
8453,Aakanksha Sharma,4OFVqZNj0INA51VvzK3Lgw,1822,51,[]
8454,Ashok Mastie,4Tgckldx1Aq3eGdjsBig1I,270,49,['punjabi pop']
8455,Jyotica Tangri,5wQDQFm7Ku8WWGi5xqJ9lp,36873,60,"['desi pop', 'modern bollywood']"
8456,Mohd. Kalam,1UhWnma8sapUPrdIrQA0AR,19,23,[]
8457,Chandra Dixit,7yO17B2aZWbkuTh5kpgee4,31,44,[]
8458,Anand-Milind,2owjgBZQ70LoCNHIgW3gSk,35346,49,[]
8459,Navv Inder,7GPyedHMvKTiM2OfXc0MVv,136628,53,"['desi hip hop', 'desi pop', 'punjabi pop']"
8460,Raja Kumari,5cBFMoMgcAt03YL2r0tS25,171840,58,['desi hip hop']
8461,Nikhita Gandhi,3tPQOjkxO3mrYrrgkTeXgH,5548,63,['modern bollywood']
8462,Amit Trivedi,7HCqGPJcQTyGJ2yqntbuyr,2212533,70,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
8463,Shreya Ghoshal,0oOet2f43PA68X5RxKobEy,5126189,75,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
8464,Jasbir Jassi,2wmT2Bx63mrFKMYGQieYi3,1775,44,['modern bollywood']
8465,Jassi,0QicOPoGCIHxlRFG0I4r9H,298,46,[]
8466,Shyam Bhateja,0e7CeMLWQvF5yxIV0U7VpX,19,42,[]
8467,Rutvik Talashilkar,778Z63WsGI3DGV83Ug92H4,370,29,[]
8468,Aanandi Joshi,7qj8b5tuzeSkb4ff01h5rJ,349,31,['marathi pop']
8469,Shail Hada,73oabrcxZFkgjgeJBP5uJC,19269,48,"['filmi', 'modern bollywood']"
8470,Raaj Aashoo,3jNaDQZQjbidKVJrIhhibh,273,40,[]
8471,Dj Emenes Mib,22ZmC3iqFbaVqcDgcquuZj,13,26,[]
8472,Vicky,6nIgSXH6wLftuMnxxegnHn,3047,39,['pop romantico']
8473,Hardik,5E9HBJrSGVtjP5ryhOuMxn,43,38,[]
8474,Shekhar Ravjiani,4xd7mLI7urqrxELaXhAvzw,98565,64,"['filmi', 'modern bollywood', 'sufi']"
8475,Akhil,6zZrFenNe3YPttxZsnQQs1,921480,64,"['desi pop', 'modern bollywood', 'punjabi pop']"
8476,Abhijit Vaghani,70voqWnL1gpuxodufMgBt4,808,59,['modern bollywood']
8477,Bob,69TcMkhvenAeokIhBGIUCQ,1016,56,['welsh rock']
8478,Karan Sehmbi,0wmFEqpoc2FgAv8IPtCLBW,294377,59,"['desi pop', 'punjabi pop']"
8479,Goldboy,3xXcmm9Re8N2sC15Ab5boo,1022,60,[]
8480,Vishal,1xX0K9yaCUHVyVLCVfUAnw,980,51,[]
8481,Rene Bendali,5uVjxxfwmcRHPT1q3Rw63x,85,46,[]
8482,Ved Sharma,7uX1emIGgmfAgtHNRAK50Z,2876,59,['desi pop']
8483,Intense,0OS0NZnK7TGIAWx8MkWNFN,4984,60,"['desi pop', 'punjabi pop']"
8484,Young Desi,00EnFy3rVaBe8K6HV1S7e5,196,51,[]
8485,Panjabi MC,74D1UgRzMhTSPz698exXmR,99521,57,"['bhangra', 'classic bhangra', 'desi hip hop', 'desi pop']"
8486,Sachin Sanghvi,30wJusyU4fVHzMW3m8Zodc,5249,50,[]
8487,Divya Kumar,0NErdIJtuKBjtxKmlqaWdj,79092,60,"['desi pop', 'filmi', 'indian folk', 'modern bollywood']"
8488,Mellowd,765sINZXDvN3kcCgL4ekaN,172,50,[]
8489,Subhro Ganguly,1VwpVESJ283CkBcM4IeCBo,8,36,[]
8490,Gourov-Roshin,65nLHsd1qvpjrzK4pGbEpC,225,55,[]
8491,Ishers,1UHgzvQ7MJB9U2qlRtUJGo,219,47,[]
8492,Harshdeep Kaur,3xU8YsNNkmWSPewlB18NUz,1122864,61,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
8493,Lijo George-Dj Chetas,5TNSXFCNwlq2CfiMcNOCDP,607,48,[]
8494,Ranveer Singh,0lMa3YTHqQnDDTBaxAV7LK,402370,54,"['desi hip hop', 'desi pop', 'filmi', 'hindi hip hop', 'modern bollywood', 'sufi']"
8495,Dub Sharma,5pJnHE4GkcnLYMvnMOmGZr,18881,53,"['desi hip hop', 'hindi hip hop']"
8496,Manj Musik,7IVzXMMN7fFi7PXxPhXcAB,11705,57,['desi hip hop']
8497,Atul Sharma,3XogEyWUGyJGPSIjKuR2Qc,133,48,['shabad']
8498,Gurmeet Singh,5aL0URFqLCRbrB3cewGLgF,663,44,['punjabi pop']
8499,Dev Negi,04FsFHujpuqonrPXZrEJlK,134471,60,"['desi pop', 'filmi', 'modern bollywood']"
8500,Sandesh Shandilya,6AwwLwgIsTIXZ8kHWaZUj5,525934,60,"['afghan pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']"
8501,Himesh Reshammiya,0sSxphmGskGCKlwB9xa6WU,2279678,62,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
8502,Ajay-Atul,5fvTHKKzW44A9867nPDocM,663715,59,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
8503,Bappi Lahiri,2jqTyPt0UZGrthPF4KMpeN,157431,58,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
8504,Anuradha Paudwal,4hkB2bR5ek6lJChj6aunCn,882736,60,"['bhajan', 'classic bollywood', 'desi pop', 'filmi', 'ghazal', 'modern bollywood', 'sufi']"
8505,Kishore Kumar,0GF4shudTAFv8ak9eWdd4Y,1942104,68,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood', 'sufi']"
8506,White Noise Studios,4fuqdtyYgRWVK3MszFFptW,5,34,['white noise']
8507,Dilip Sen- Sameer Sen,3oEJM6BrpycUL5L8J5YXL5,380,34,[]
8508,Shivam Pathak,39nPl2OnVXyxuBApjXkGmj,8764,48,[]
8509,Vipin Patwa,6SzYh3jdZpJxGulYuWlFb5,57,40,[]
8510,Brijesh Shandilya,3gdKEsvYBUHdtLMmECIN4q,399,49,['sufi']
8511,Javed Ali,4W91bbPB2CTSsHwt7eqNl7,1379681,64,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
8512,Sujata Bhattacharya,63gr7tdupR56177ARreusx,92,45,[]
8513,Sonu Nigam,1dVygo6tRFXC8CSWURQJq2,3820129,70,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
8514,Shafqat Amanat Ali,5SuRAj1A9FEHj5NxS86YAm,496448,58,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'pakistani pop', 'sufi']"
8515,Caralisa Monteiro,2Yf4MRVpt0rcAd5y5h5ph1,256,47,['modern bollywood']
8516,Rahat Fateh Ali Khan,3OLGltG8UPIea8sA4w0yg0,3285009,67,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']"
8517,Richa Sharma,2hgViyN0RqyQQpfjIb0g3W,11184,52,"['filmi', 'modern bollywood']"
8518,Amit Kumar,5l1aGNGCRGomCMHVufh6xC,168968,52,"['classic bollywood', 'filmi', 'ghazal']"
8519,Mohit Chauhan,5GnnSrwNCGyfAU4zuIytiS,2200446,70,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
8520,"Ravi ""Rags"" Khote",7jhqJGN86YT2lS3i1HgO13,35,40,[]
8521,Alka Yagnik & Arvind Hasabnish,5TTV6plK4r2BDMUyyl7cC9,444,0,[]
8522,Siddharth Mahadevan,7hwEGO7U6JwQ7M1teoO8GW,751,55,['modern bollywood']
8523,Shah Rukh Khan,3SBWeRybza4sJUr6Kjmft2,125864,42,[]
8524,Hema Sardesai,7J1dPh3Yjs0aIhQHbBfNQP,4323,41,"['filmi', ""preschool children's music""]"
8525,Aman Trikha,2MMPzBpMeCZVPRnV5mddc3,463,48,['filmi']
8526,Nooran Sisters,2gFFvbbdzYzzWltI2HkZEV,14820,50,['indian folk']
8527,Jolly Mukherjee,1k86nyDLibfGQYpps8NKO0,157,34,[]
8528,Jasleen Royal,74OaRjmyh0XyRZsQQQ5l7c,178650,61,"['desi pop', 'filmi', 'indian indie', 'indian singer-songwriter', 'modern bollywood', 'sufi']"
8529,Mahalakshmi Iyer,0Yb0T3wUUNiIvHjqnfkbuH,8014,58,"['filmi', 'marathi pop', 'modern bollywood']"
8530,Sunita Rao,4Z7fgPg7xFjaIVunM0ANF2,214,28,[]
8531,Rajesh Roshan,5c3Qxc5sTis0Oq3XcOdIJD,155272,39,"['classic bollywood', 'filmi']"
8532,Mohammed Rafi,0gXDpqwYNDODn7fB0RDN8J,1587586,63,"['classic bollywood', 'desi pop', 'filmi', 'ghazal', 'modern bollywood', 'sufi']"
8533,O. P. Nayyar,5uL7cXOFYlR78lgS08tkBL,9031,12,['classic bollywood']
8534,Geeta Dutt,0QsbYX8XslSSUcztc6u4pO,213153,42,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'modern bollywood', 'sufi']"
8535,Mukesh,4etv0ut4ws0GbXBtolzf5e,233199,57,"['classic bollywood', 'desi pop', 'filmi', 'ghazal', 'modern bollywood', 'sufi']"
8536,Hemant Kumar,02Um2HIOrUdsy3wqPBZwsj,331813,45,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'modern bollywood', 'rabindra sangeet', 'sufi']"
8537,R. D. Burman,2JSYASbWU5Y0fVpts3Eq7g,371993,51,"['chutney', 'classic bollywood', 'filmi', 'ghazal', 'modern bollywood', 'sufi']"
8538,Shamshad Begum,0Ury0QIiBOlJmsdYUiCTfQ,133623,35,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal']"
8539,C. Ramchandra,4tuzg2QDbDF6ytPrszs4q1,2462,27,['classic bollywood']
8540,Sushma Shrestha,0AyqjTeFKxSNXJAJLLUaUJ,124,39,['filmi']
8541,Amitabh Bachchan,4tgxFlmtGx08MtTKWeqEuR,353809,51,"['classic bollywood', 'filmi', 'ghazal', 'modern bollywood', 'sufi']"
8542,Manna Dey,4kcoiVXIxvUoLUoHY1vJYU,420752,49,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'modern bollywood', 'rabindra sangeet', 'sufi']"
8543,Amirbai Karnataki,025NPyHBtWC9aQM4STXI5V,1021,18,"['classic bollywood', 'filmi']"
8544,S. D. Burman,4vMKEXQ4cU5hb2BL4omVrT,108736,32,"['classic bollywood', 'filmi', 'ghazal', 'sufi']"
8545,Meena Mangeshkar,7pue33Ydv393gSW80gMw3y,7,3,[]
8546,Usha Mangeshkar,3R2OMv8JpXLy6ZIW7Qxz59,66170,44,"['classic bollywood', 'filmi']"
8547,Naushad,2UsCCEvGf5nfUIG53pJAhi,46934,16,"['classic bollywood', 'filmi']"
8548,Carmen Soliman,5gPruOKbqIMNHlXASmRXXt,55582,42,"['arab pop', 'egyptian pop']"
8549,Hussain Aljassmi,1TcEy92Hugt8o9STqUDz2D,848952,61,"['arab pop', 'khaliji', 'shaabi']"
8550,Mohamed Hamaki,6bb9VI1PpPTEmdgcgjTppX,1370291,57,"['arab pop', 'egyptian pop']"
8551,Don Bigg,4h4gnapBHEWZMVzjeZ2Ywl,119181,52,"['arabic hip hop', 'moroccan pop', 'rai', 'rap maroc']"
8552,Ihab Amir,3B0pL0vuA6bTa94mcJFyIN,73474,48,"['moroccan pop', 'rai']"
8553,Humood AlKhudher,0m5YepvtZWhXhNhAqrc50S,45578,43,[]
8554,Saad Lamjarred,0NjXtqYWpnV055KhfZgtuY,441107,61,"['arab pop', 'moroccan pop', 'rif', 'shaabi']"
8555,Samer Elmedany,1nt4fNK1UhJDil6gZzkBQp,113566,47,[]
8556,Hamo Bika,054D7n62qxjhkfcBZhdRSI,288494,51,"['egyptian pop', 'mahraganat', 'shaabi']"
8557,Abu Lila,00roV7dDi7Y8kJHvcNPOcs,48,40,[]
8558,Shabah El Koun,2XtR2emMVjadqLlTLrwFHY,10,40,[]
8559,Ramy Sabry,5LtHZB7vU02HtNoOzNcVhc,403731,51,"['arab pop', 'egyptian pop']"
8560,Wegz,4BKC2HOGEqtYz2Xbgp9N1q,172088,58,['egyptian hip hop']
8561,Tamer Hosny,4cGfgRmpFc9zgZMfuSXhqy,1111861,56,"['arab pop', 'egyptian pop']"
8562,Abdel Fattah El Grini,6dJPlCjH8GEeNUjmtD9oxq,35,38,[]
8563,Balti,4cgw3nEf6uOQ2NqHwSXErR,307264,56,"['arabic hip hop', 'rai', 'rap tunisien', 'rif', 'tunisian pop']"
8564,Galal El Hemdawy,2jNMyBb5mcLnhjVPPYwc1T,50,38,[]
8565,Mostafa Shawky,69HsaYqqbiG8d3LxNdlvM7,1634,38,[]
8566,Zouhair Bahaoui,0CaWnepnGfVPs8uNwOzav6,288228,54,"['moroccan pop', 'rai', 'rif']"
8567,Nouamane Belaiachi,25eYSizNX4BK5ZtqAq8pE8,121588,43,"['arab pop', 'moroccan pop', 'rai', 'rif']"
8568,Snor,7LC7LQ1f1CzaRLobFcblZN,26048,54,['rap maroc']
8569,Super Sako,2ZMnWI3oIHyj7MyuZ99gvu,19059,54,['armenian pop']
8570,Mohamed Ramadan,4CflzQprp6nZxKiv0t78tH,302175,61,"['egyptian pop', 'mahraganat']"
8571,Stormy,5Do9u0GoN4gFn6Nk8NGDhh,34633,56,['rap maroc']
8572,Amr Diab,5abSRg0xN1NV3gLbuvX24M,2084321,64,"['arab pop', 'belly dance', 'egyptian pop', 'persian pop', 'rif']"
8573,Maya Diab,4b5UHpUmrPycvsgu2M3ujz,38980,47,"['arab pop', 'lebanese pop']"
8574,Ziad Bourji,04N4sGkSTSxjVfbiItLvTj,87433,47,"['arab pop', 'lebanese pop']"
8575,Adham Nabulsi,2eQ5uR5wKDEQ5zKPQyLHC1,325006,53,"['arab pop', 'jordanian pop']"
8576,47 Soul,5nxFmhSekt9Acn4tWZxGge,30600,38,"['arab alternative', 'dabke', 'jordanian pop', 'middle east hip hop', 'palestinian pop']"
8577,Amjad Jomaa,0R7TVEhwF9mlX4rHlVaTzU,32077,44,[]
8578,Madd,7DBIKXxSh2BMPqSN7UB4rS,89334,51,"['arabic hip hop', 'rap maroc']"
8579,El Madfaagya,7Dw6fBcDUSorbHGdg1gsub,52441,41,['mahraganat']
8580,Amal Maher,5XP2oDdaTLdRheal4GRXyl,177103,38,"['arab pop', 'egyptian pop']"
8581,Faisal Abdulkareem,5jFvzkcrrV8TqpRo2sMRuK,40017,47,['khaliji']
8582,Saif Amer,748f0zL5X2KNapx8K93SUq,76367,46,"['iraqi pop', 'khaliji']"
8583,Tamer Nafar,4A5OCxQdnfyO73y9Kgoc30,6621,31,"['arabic hip hop', 'middle east hip hop', 'palestinian pop']"
8584,ريكلس,6MFxZZfei2NWogcUPXwx8v,1771,39,[]
8585,Tagne,3977Z9BZCFbJQYwdIdVwgc,36210,53,['rap maroc']
8586,Khtek,5l9OXfeq4VgBHZZWmkJrvN,6069,48,['rap maroc']
8587,Didine Canon 16,2aVPTWc4WYc7b384eatevF,78368,53,"['rai', 'rap algerien']"
8588,Chemsou Freeklane,3wggOQ992VWtMCrs7ro14h,22321,43,['rai']
8589,Cravata,2zWCw43oRZ74LlMb14JWVR,81784,45,"['moroccan pop', 'rif']"
8590,Mok Saib,6jcvupTBm6vk5SMEEVpvSW,90543,49,['rai']
8591,Phobia Isaac,2blJ4Vh2V1STdZzcY72Nch,55595,46,"['arabic hip hop', 'rap algerien']"
8592,Maestro,3AedzP6n5KkqwyseKI5XOF,19404,47,"['moroccan pop', 'rai', 'rap maroc']"
8593,Draganov,2g8Pu5gVtDpkYGsP3RLepJ,63970,51,['rap maroc']
8594,Hatim Ammor,32CwjdHMHSpEkC3UAyIwPp,212203,51,"['arab pop', 'moroccan pop', 'rai', 'rif']"
8595,Adil Assil,5idudw3rFRe9uVUCus4Kp1,20824,41,['moroccan pop']
8596,Muslim,6eQdvOOIyiwu6kfzdbUnxU,180356,48,"['arabic hip hop', 'moroccan pop', 'rai', 'rap maroc']"
8597,Lbenj,1H0D7p5aN8tGG8DPLt0Nbv,228117,52,"['arabic hip hop', 'moroccan pop', 'rai', 'rap maroc']"
8598,Flenn,66OYzK2q18j4EVdMqRtf6L,61713,48,"['rai', 'rap maroc']"
8599,Mons,7douYKOyzk9ZRvGFu9UOnm,59393,46,['rap maroc']
8600,Manal,7yK3vix9XmeNwPDmjGs78F,204543,48,"['arabic hip hop', 'moroccan pop', 'rap maroc']"
8601,Hind Ziadi,0jGwvpxtkFVxvk9XGunXuK,4476,38,['moroccan pop']
8602,Ily,5GKXGt2OyYH2Lw5GpPM8fa,29153,37,['rap maroc']
8603,ISSAM,37lslcg6zP6eAQAONiYvWN,24826,41,['rap maroc']
8604,Tawsen,76wDwepIombkHCdm0kas1h,13052,54,['moroccan pop']
8605,Mehdi Mozayine,6oq0gQN2p7AYmdP1Rc1lDk,56204,44,"['moroccan pop', 'rai']"
8606,OUENZA,7x2hBF3bNPwW9PnKxg9Zf8,34524,43,['rap maroc']
8607,Cheb,0YDF6NGiW69lKy39JZIpNF,11798,37,['moroccan pop']
8608,Ayoub Africano,44NLplsBXIVXrGG3s7DZzX,62381,39,"['moroccan pop', 'rap maroc']"
8609,L7or,5NIanI5i7BSxYhc7DKpGZr,35819,51,"['moroccan pop', 'rai', 'rap maroc']"
8610,Inkonnu,7ggM69yllqpMykcU8Tror4,38560,48,"['arabic hip hop', 'rap maroc']"
8611,Douzi,2elOTj4JyFOFPiZOcn4RNG,485791,48,"['moroccan pop', 'rai', 'rif']"
8612,A.L.A,3MKpGPhBp9KeXjGooKHNDX,88872,51,"['arabic hip hop', 'rap tunisien']"
8613,Cheb Bello,11E9GHIAzJRKuECEUSEuqh,109920,52,['rai']
8614,DJ Adel,6tqV6GRchcDLsgHJxwKQdu,2462,37,[]
8615,Faycel Sghir,6nWoudLNCfWwFYW0h2HTb1,66176,45,"['moroccan pop', 'rai', 'tunisian pop']"
8616,Maya,6O72cUuzCnRB78cBCAHmBa,591,36,[]
8617,Fat Mizzo,4sGgnHfL5rjJqK5WxQl9bU,9550,33,['rap maroc']
8618,Yasmeen,4WfFd2patsWYCoh3POfGAl,969,44,[]
8619,منصور الوايلي,6wgdTtjcI9FJnFJuJz70C4,3897,37,['sheilat']
8620,زياد ال زاحم,0w8wme8qz8CUnH9vDzU18S,228,35,[]
8621,Hassan Shakosh,62IUrFqq28x2SbRdzm9sQt,433409,56,['mahraganat']
8622,Omar Kamal,1AxlE5JCJrJzVYa0ywJQqV,55348,54,[]
8623,Ahmed Al Maslawi,00VUV8R7oHc6FSLFyNmwFa,24388,41,['iraqi pop']
8624,Aseel Hameem,10bqdRYq6Ha83UeU77iXAo,406771,52,['khaliji']
8625,Habeeb Ali,7KArBbdJ0GLtkEM3LUv1Fj,19238,45,[]
8626,Bessan Ismail,3D19Q7vcrQ8iCeSNcrQpAB,5046,34,"['iraqi pop', 'khaliji', 'syrian pop']"
8627,Housam Alrassam,3aO2XkWnLux0Pqrv9B2ZQt,30422,39,['khaliji']
8628,Ali Saber,6kNbn4f4j3Uhd79CGCmcFK,53108,48,"['iraqi pop', 'khaliji']"
8629,Bader AlShuaibi,2R1yoDsSddlxGn9DmAtJTj,34434,40,"['gulf hip hop', 'khaliji']"
8630,Raad And Methaq,2TS6Y2HXkANqlIC7ZNi5zq,54148,44,['khaliji']
8631,Ali Arnoos,1ICLYRvDbaXOGR17fhTQKq,47152,42,['khaliji']
8632,بو خطيف,71NacLBJxLpVBb8QZ5dSpr,33311,35,['khaliji']
8633,molotof,0HYkPhCqeHs83yPFf2E33h,16391,17,['egyptian hip hop']
8634,Marwan Pablo,56chSp36PsMhpQvUn1kdR3,81718,49,['egyptian hip hop']
8635,Marwan Moussa,2BBnFUgIaLHqoRYPfshoPb,56771,50,['egyptian hip hop']
8636,Daffy,1riWTPKcSkoy6FkEqs1ohC,12955,39,"['arabic hip hop', 'gulf hip hop', 'mahraganat']"
8637,Flipperachi,7lPCTAKDofGUQgXGonMrKd,59174,40,"['arabic hip hop', 'gulf hip hop']"
8638,Sultan El Omani,5y0Lft6NE122K2j1w6QCFl,28252,40,['khaliji']
8639,Felukah,0nmukaO2zzwRPEevPJph1F,3659,34,['egyptian hip hop']
8640,Saad Brizzy,2hGgCjlr14TAQeWCTLfbCG,172,13,['gulf hip hop']
8641,Ghita,0oZLmVQhyT6zFb7EjpJRrR,7573,39,[]
